sample,patient_id,tissue_site,cell_type_clean,Cell_subtype,n_cells,total_cells,sample_fraction
NS_17,17,non_smoker_lung,Fibroblasts,Undetermined,2,2409,0.0008302200083022001
NS_17,17,non_smoker_lung,MAST cells,MAST,4,2409,0.0016604400166044002
NS_17,17,non_smoker_lung,Myeloid cells,Alveolar Mac,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,Myeloid cells,CD141+ DCs,4,2409,0.0016604400166044002
NS_17,17,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,39,2409,0.0161892901618929
NS_17,17,non_smoker_lung,Myeloid cells,CD1c+ DCs,2,2409,0.0008302200083022001
NS_17,17,non_smoker_lung,Myeloid cells,Microglia/Mac,559,2409,0.23204649232046493
NS_17,17,non_smoker_lung,Myeloid cells,Monocytes,2,2409,0.0008302200083022001
NS_17,17,non_smoker_lung,Myeloid cells,Pleural Mac,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,Myeloid cells,Undetermined,16,2409,0.006641760066417601
NS_17,17,non_smoker_lung,Myeloid cells,mo-Mac,27,2409,0.0112079701120797
NS_17,17,non_smoker_lung,NK cells,CD8 low T,2,2409,0.0008302200083022001
NS_17,17,non_smoker_lung,NK cells,NK,12,2409,0.0049813200498132005
NS_17,17,non_smoker_lung,NK cells,Undetermined,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,T lymphocytes,CD4+ Th,72,2409,0.029887920298879204
NS_17,17,non_smoker_lung,T lymphocytes,CD8 low T,18,2409,0.007471980074719801
NS_17,17,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,2,2409,0.0008302200083022001
NS_17,17,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,45,2409,0.0186799501867995
NS_17,17,non_smoker_lung,T lymphocytes,Naive CD4+ T,14,2409,0.005811540058115401
NS_17,17,non_smoker_lung,T lymphocytes,Naive CD8+ T,1,2409,0.00041511000415110004
NS_17,17,non_smoker_lung,T lymphocytes,Treg,58,2409,0.024076380240763803
NS_17,17,non_smoker_lung,T lymphocytes,Undetermined,9,2409,0.0037359900373599006
NS_19,19,non_smoker_lung,B lymphocytes,Follicular B cells,26,3300,0.00787878787878788
NS_19,19,non_smoker_lung,B lymphocytes,MALT B cells,46,3300,0.013939393939393939
NS_19,19,non_smoker_lung,B lymphocytes,Plasma cells,2,3300,0.0006060606060606061
NS_19,19,non_smoker_lung,Epithelial cells,Malignant cells,755,3300,0.2287878787878788
NS_19,19,non_smoker_lung,Fibroblasts,FB-like cells,116,3300,0.03515151515151515
NS_19,19,non_smoker_lung,Fibroblasts,Pericytes,21,3300,0.006363636363636364
NS_19,19,non_smoker_lung,Fibroblasts,Smooth muscle cells,1,3300,0.00030303030303030303
NS_19,19,non_smoker_lung,Fibroblasts,Tumor ECs,27,3300,0.008181818181818182
NS_19,19,non_smoker_lung,Myeloid cells,Alveolar Mac,4,3300,0.0012121212121212121
NS_19,19,non_smoker_lung,Myeloid cells,CD141+ DCs,3,3300,0.0009090909090909091
NS_19,19,non_smoker_lung,Myeloid cells,CD163+CD14+ DCs,9,3300,0.0027272727272727275
NS_19,19,non_smoker_lung,Myeloid cells,CD1c+ DCs,8,3300,0.0024242424242424242
NS_19,19,non_smoker_lung,Myeloid cells,CD207+CD1a+ LCs,1,3300,0.00030303030303030303
NS_19,19,non_smoker_lung,Myeloid cells,Monocytes,59,3300,0.01787878787878788
NS_19,19,non_smoker_lung,Myeloid cells,Pleural Mac,36,3300,0.01090909090909091
NS_19,19,non_smoker_lung,Myeloid cells,Undetermined,50,3300,0.015151515151515152
NS_19,19,non_smoker_lung,Myeloid cells,mo-Mac,1741,3300,0.5275757575757576
NS_19,19,non_smoker_lung,NK cells,CD8 low T,3,3300,0.0009090909090909091
NS_19,19,non_smoker_lung,NK cells,NK,31,3300,0.009393939393939394
NS_19,19,non_smoker_lung,NK cells,Naive CD4+ T,2,3300,0.0006060606060606061
NS_19,19,non_smoker_lung,T lymphocytes,CD4+ Th,41,3300,0.012424242424242424
NS_19,19,non_smoker_lung,T lymphocytes,CD8 low T,19,3300,0.005757575757575757
NS_19,19,non_smoker_lung,T lymphocytes,CD8+/CD4+ Mixed Th,1,3300,0.00030303030303030303
NS_19,19,non_smoker_lung,T lymphocytes,Cytotoxic CD8+ T,2,3300,0.0006060606060606061
NS_19,19,non_smoker_lung,T lymphocytes,Exhausted CD8+ T,12,3300,0.0036363636363636364
NS_19,19,non_smoker_lung,T lymphocytes,NK,1,3300,0.00030303030303030303
NS_19,19,non_smoker_lung,T lymphocytes,Naive CD4+ T,85,3300,0.025757575757575757
NS_19,19,non_smoker_lung,T lymphocytes,Naive CD8+ T,9,3300,0.0027272727272727275
NS_19,19,non_smoker_lung,T lymphocytes,Treg,32,3300,0.009696969696969697
NS_19,19,non_smoker_lung,T lymphocytes,Undetermined,4,3300,0.0012121212121212121
